actor,count,movies_with_actor,my_rating,avg_rating,diff_rating
YasmineHamdan,1,['Only Lovers Left Alive'],3.50,3.81,-0.31
DeborahKaraUnger,2,"['The Game', 'Crash']",4.00,3.73,0.27
PeterDonat,1,['The Game'],4.50,3.81,0.69
CarrollBaker,1,['The Game'],4.50,3.81,0.69
AnnaKatarina,1,['The Game'],4.50,3.81,0.69
ArminMueller-Stahl,1,['The Game'],4.50,3.81,0.69
CharlesMartinet,1,['The Game'],4.50,3.81,0.69
ScottHunterMcGuire,1,['The Game'],4.50,3.81,0.69
FlorentineMocanu,1,['The Game'],4.50,3.81,0.69
CarolineBarclay,1,['The Game'],4.50,3.81,0.69
DanielSchorr,1,['The Game'],4.50,3.81,0.69
JohnAprea,1,['The Game'],4.50,3.81,0.69
HarrisonYoung,1,['The Game'],4.50,3.81,0.69
KimberlyRussell,1,['The Game'],4.50,3.81,0.69
JoeFrank,1,['The Game'],4.50,3.81,0.69
JamesBrooks,1,['The Game'],4.50,3.81,0.69
JohnMalkovich,3,"['Bird Box', 'Being John Malkovich', 'The Killing Fields']",3.00,3.65,-0.65
JackiWeaver,1,['Bird Box'],2.50,2.93,-0.43
RosaSalazar,1,['Bird Box'],2.50,2.93,-0.43
DanielleMacdonald,1,['Bird Box'],2.50,2.93,-0.43
mgk,2,"['Bird Box', 'Jackass Forever']",3.25,3.24,0.01
VivienLyraBlair,1,['Bird Box'],2.50,2.93,-0.43
JulianEdwards,1,['Bird Box'],2.50,2.93,-0.43
ParminderNagra,1,['Bird Box'],2.50,2.93,-0.43
RebeccaPidgeon,1,['Bird Box'],2.50,2.93,-0.43
AmyGumenick,1,['Bird Box'],2.50,2.93,-0.43
TaylorHandley,1,['Bird Box'],2.50,2.93,-0.43
HappyAnderson,1,['Bird Box'],2.50,2.93,-0.43
KyleBeatty,1,['Bird Box'],2.50,2.93,-0.43
CorinneMarchand,1,['Cléo from 5 to 7'],3.00,4.18,-1.18
AntoineBourseiller,1,['Cléo from 5 to 7'],3.00,4.18,-1.18
DominiqueDavray,1,['Cléo from 5 to 7'],3.00,4.18,-1.18
MichelLegrand,1,['Cléo from 5 to 7'],3.00,4.18,-1.18
LoyePayen,1,['Cléo from 5 to 7'],3.00,4.18,-1.18
RenéeDuchateau,1,['Cléo from 5 to 7'],3.00,4.18,-1.18
LucienneMarchand,1,['Cléo from 5 to 7'],3.00,4.18,-1.18
SergeKorber,1,['Cléo from 5 to 7'],3.00,4.18,-1.18
RobertPostec,1,['Cléo from 5 to 7'],3.00,4.18,-1.18
Jean-LucGodard,2,"['Cléo from 5 to 7', 'Breathless']",2.75,4.04,-1.29
AnnaKarina,1,['Cléo from 5 to 7'],3.00,4.18,-1.18
EmilienneCaille,1,['Cléo from 5 to 7'],3.00,4.18,-1.18
EddieConstantine,1,['Cléo from 5 to 7'],3.00,4.18,-1.18
SamiFrey,1,['Cléo from 5 to 7'],3.00,4.18,-1.18
DanièleDelorme,1,['Cléo from 5 to 7'],3.00,4.18,-1.18
YvesRobert,1,['Cléo from 5 to 7'],3.00,4.18,-1.18
AlanScott,1,['Cléo from 5 to 7'],3.00,4.18,-1.18
GeorgesdeBeauregard,1,['Cléo from 5 to 7'],3.00,4.18,-1.18
KimCattrall,3,"['Big Trouble in Little China', 'Police Academy', 'Star Trek VI: The Undiscovered Country']",3.17,3.52,-0.36
DennisDun,1,['Big Trouble in Little China'],3.50,3.72,-0.22
VictorWong,1,['Big Trouble in Little China'],3.50,3.72,-0.22
DonaldLi,1,['Big Trouble in Little China'],3.50,3.72,-0.22
CarterHuangChia-Ta,1,['Big Trouble in Little China'],3.50,3.72,-0.22
PeterKwong,1,['Big Trouble in Little China'],3.50,3.72,-0.22
JamesPax,1,['Big Trouble in Little China'],3.50,3.72,-0.22
SuzeePai,1,['Big Trouble in Little China'],3.50,3.72,-0.22
Chao-LiChi,1,['Big Trouble in Little China'],3.50,3.72,-0.22
JeffImada,1,['Big Trouble in Little China'],3.50,3.72,-0.22
RummelMor,1,['Big Trouble in Little China'],3.50,3.72,-0.22
CraigNg,1,['Big Trouble in Little China'],3.50,3.72,-0.22
JuneKyotoLu,1,['Big Trouble in Little China'],3.50,3.72,-0.22
NoelToy,1,['Big Trouble in Little China'],3.50,3.72,-0.22
JadeGo,1,['Big Trouble in Little China'],3.50,3.72,-0.22
JerryHardin,1,['Big Trouble in Little China'],3.50,3.72,-0.22
JamesLew,1,['Big Trouble in Little China'],3.50,3.72,-0.22
ChristopherGuest,1,['This Is Spinal Tap'],3.00,3.91,-0.91
MichaelMcKean,1,['This Is Spinal Tap'],3.00,3.91,-0.91
HarryShearer,2,"['This Is Spinal Tap', 'The Truman Show']",3.25,4.06,-0.81
JuneChadwick,1,['This Is Spinal Tap'],3.00,3.91,-0.91
TonyHendra,1,['This Is Spinal Tap'],3.00,3.91,-0.91
PaulBenedict,1,['This Is Spinal Tap'],3.00,3.91,-0.91
ZaneBuzby,1,['This Is Spinal Tap'],3.00,3.91,-0.91
BillyCrystal,2,"['This Is Spinal Tap', 'When Harry Met Sally...']",3.25,3.99,-0.74
HowardHesseman,1,['This Is Spinal Tap'],3.00,3.91,-0.91
PatrickMacnee,1,['This Is Spinal Tap'],3.00,3.91,-0.91
PaulShaffer,1,['This Is Spinal Tap'],3.00,3.91,-0.91
FredWillard,2,"['This Is Spinal Tap', 'Harold & Kumar Go to White Castle']",2.75,3.66,-0.91
R.J.Parnell,1,['This Is Spinal Tap'],3.00,3.91,-0.91
DavidKaff,1,['This Is Spinal Tap'],3.00,3.91,-0.91
FranDrescher,2,"['This Is Spinal Tap', 'Marty Supreme']",3.00,4.00,-1.00
JoyceHyser,1,['This Is Spinal Tap'],3.00,3.91,-0.91
VictoryTischler-Blue,1,['This Is Spinal Tap'],3.00,3.91,-0.91
LievSchreiber,2,"['Spotlight', 'Spider-Man: Into the Spider-Verse']",4.00,4.25,-0.25
"""BriandArcyJames""",2,"['Spotlight', 'West Side Story']",3.75,3.87,-0.12
ElenaWohl,1,['Spotlight'],4.00,4.12,-0.12
GeneAmoroso,1,['Spotlight'],4.00,4.12,-0.12
DougMurray,1,['Spotlight'],4.00,4.12,-0.12
SharonMcFarlane,1,['Spotlight'],4.00,4.12,-0.12
JameySheridan,1,['Spotlight'],4.00,4.12,-0.12
NealHuff,2,"['Spotlight', 'Split']",3.50,3.82,-0.32
RobertB.Kennedy,1,['Spotlight'],4.00,4.12,-0.12
DuaneMurray,1,['Spotlight'],4.00,4.12,-0.12
BrianChamberlain,1,['Spotlight'],4.00,4.12,-0.12
PaulGuilfoyle,2,"['Spotlight', 'L.A. Confidential']",3.75,4.11,-0.36
MichaelCountryman,1,['Spotlight'],4.00,4.12,-0.12
SaaraChaudry,1,['The Breadwinner'],3.50,4.09,-0.59
SomaBhatia,1,['The Breadwinner'],3.50,4.09,-0.59
NoorinGulamgaus,1,['The Breadwinner'],3.50,4.09,-0.59
LaaraSadiq,1,['The Breadwinner'],3.50,4.09,-0.59
AliBadshah,1,['The Breadwinner'],3.50,4.09,-0.59
ShaistaLatif,1,['The Breadwinner'],3.50,4.09,-0.59
KanzaFeris,1,['The Breadwinner'],3.50,4.09,-0.59
KawaAda,1,['The Breadwinner'],3.50,4.09,-0.59
KaneMahon,1,['The Breadwinner'],3.50,4.09,-0.59
AliKazmi,1,['The Breadwinner'],3.50,4.09,-0.59
MranVolkhard,1,['The Breadwinner'],3.50,4.09,-0.59
EzraSholeh,1,['The Breadwinner'],3.50,4.09,-0.59
LilyErlinghauser,1,['The Breadwinner'],3.50,4.09,-0.59
WamiqFuroghudin,1,['The Breadwinner'],3.50,4.09,-0.59
MilladHamidkohzad,1,['The Breadwinner'],3.50,4.09,-0.59
SalamanHamidkohzad,1,['The Breadwinner'],3.50,4.09,-0.59
AbuHashimDostyar,1,['The Breadwinner'],3.50,4.09,-0.59
SapedaHashimDostyar,1,['The Breadwinner'],3.50,4.09,-0.59
AliHassan,1,['The Breadwinner'],3.50,4.09,-0.59
FinnJacksonParle,1,['The Breadwinner'],3.50,4.09,-0.59
MélanieLaurent,1,['Inglourious Basterds'],4.50,4.36,0.14
EliRoth,1,['Inglourious Basterds'],4.50,4.36,0.14
DianeKruger,1,['Inglourious Basterds'],4.50,4.36,0.14
GedeonBurkhard,1,['Inglourious Basterds'],4.50,4.36,0.14
JackyIdo,1,['Inglourious Basterds'],4.50,4.36,0.14
B.J.Novak,1,['Inglourious Basterds'],4.50,4.36,0.14
OmarDoom,1,['Inglourious Basterds'],4.50,4.36,0.14
AugustDiehl,2,"['Inglourious Basterds', 'Munich – The Edge of War']",4.00,3.87,0.13
SylvesterGroth,1,['Inglourious Basterds'],4.50,4.36,0.14
MartinWuttke,1,['Inglourious Basterds'],4.50,4.36,0.14
MikeMyers,3,"['Inglourious Basterds', 'Austin Powers: International Man of Mystery', 'Shrek']",3.17,3.97,-0.81
RichardSammel,1,['Inglourious Basterds'],4.50,4.36,0.14
AlexanderFehling,1,['Inglourious Basterds'],4.50,4.36,0.14
EwanMcGregor,1,['Star Wars: Episode I – The Phantom Menace'],1.00,3.11,-2.11
JakeLloyd,1,['Star Wars: Episode I – The Phantom Menace'],1.00,3.11,-2.11
PernillaAugust,1,['Star Wars: Episode I – The Phantom Menace'],1.00,3.11,-2.11
OliverFordDavies,2,"['Star Wars: Episode I – The Phantom Menace', 'Triangle of Sadness']",1.75,3.40,-1.65
HughQuarshie,1,['Star Wars: Episode I – The Phantom Menace'],1.00,3.11,-2.11
AhmedBest,1,['Star Wars: Episode I – The Phantom Menace'],1.00,3.11,-2.11
BrianBlessed,1,['Star Wars: Episode I – The Phantom Menace'],1.00,3.11,-2.11
AndySecombe,1,['Star Wars: Episode I – The Phantom Menace'],1.00,3.11,-2.11
RayPark,1,['Star Wars: Episode I – The Phantom Menace'],1.00,3.11,-2.11
LewisMacleod,1,['Star Wars: Episode I – The Phantom Menace'],1.00,3.11,-2.11
WarwickDavis,1,['Star Wars: Episode I – The Phantom Menace'],1.00,3.11,-2.11
SteveSpeirs,1,['Star Wars: Episode I – The Phantom Menace'],1.00,3.11,-2.11
SilasCarson,1,['Star Wars: Episode I – The Phantom Menace'],1.00,3.11,-2.11
CharlotteGainsbourg,2,"['Antichrist', 'Melancholia']",3.50,3.62,-0.12
StormAchecheSahlstrøm,1,['Antichrist'],4.00,3.39,0.61
DustinHoffman,5,"[""All the President's Men"", 'The Meyerowitz Stories (New and Selected)', 'The Graduate', 'Kramer vs. Kramer', 'Rain Man']",3.30,4.00,-0.70
HalHolbrook,1,"[""All the President's Men""]",3.50,4.18,-0.68
JaneAlexander,3,"[""All the President's Men"", 'Kramer vs. Kramer', 'Glory']",3.50,4.01,-0.51
MeredithBaxter,1,"[""All the President's Men""]",3.50,4.18,-0.68
StephenCollins,2,"[""All the President's Men"", 'Star Trek: The Motion Picture']",3.50,3.69,-0.19
PennyFuller,1,"[""All the President's Men""]",3.50,4.18,-0.68
RobertWalden,1,"[""All the President's Men""]",3.50,4.18,-0.68
FrankWills,1,"[""All the President's Men""]",3.50,4.18,-0.68
DavidArkin,1,"[""All the President's Men""]",3.50,4.18,-0.68
HenryCalvert,1,"[""All the President's Men""]",3.50,4.18,-0.68
DominicChianese,2,"[""All the President's Men"", 'The Godfather Part II']",3.50,4.38,-0.88
BryanClark,1,"[""All the President's Men""]",3.50,4.18,-0.68
NicolasCoster,1,"[""All the President's Men""]",3.50,4.18,-0.68
MarkDacascos,1,['John Wick: Chapter 3 – Parabellum'],3.00,3.69,-0.69
AsiaKateDillon,1,['John Wick: Chapter 3 – Parabellum'],3.00,3.69,-0.69
JeromeFlynn,1,['John Wick: Chapter 3 – Parabellum'],3.00,3.69,-0.69
MargaretDaly,1,['John Wick: Chapter 3 – Parabellum'],3.00,3.69,-0.69
RobinLordTaylor,1,['John Wick: Chapter 3 – Parabellum'],3.00,3.69,-0.69
SusanBlommaert,1,['John Wick: Chapter 3 – Parabellum'],3.00,3.69,-0.69
UnityPhelan,1,['John Wick: Chapter 3 – Parabellum'],3.00,3.69,-0.69
JasonMantzoukas,1,['John Wick: Chapter 3 – Parabellum'],3.00,3.69,-0.69
AndreaSooch,1,['John Wick: Chapter 3 – Parabellum'],3.00,3.69,-0.69
SergioDelavicci,1,['John Wick: Chapter 3 – Parabellum'],3.00,3.69,-0.69
CecepArifRahman,1,['John Wick: Chapter 3 – Parabellum'],3.00,3.69,-0.69
YayanRuhian,1,['John Wick: Chapter 3 – Parabellum'],3.00,3.69,-0.69
UlrichMühe,3,"['Funny Games', ""Benny's Video"", 'The Lives of Others']",3.83,3.94,-0.11
ArnoFrisch,2,"['Funny Games', ""Benny's Video""]",4.00,3.77,0.23
FrankGiering,1,['Funny Games'],4.50,3.91,0.59
StefanClapczynski,1,['Funny Games'],4.50,3.91,0.59
DorisKunstmann,1,['Funny Games'],4.50,3.91,0.59
ChristophBantzer,1,['Funny Games'],4.50,3.91,0.59
WolfgangGlück,1,['Funny Games'],4.50,3.91,0.59
SusanneMeneghel,1,['Funny Games'],4.50,3.91,0.59
MonikaZallinger,1,['Funny Games'],4.50,3.91,0.59
MiaGoth,1,['High Life'],3.50,3.20,0.30
André3000,1,['High Life'],3.50,3.20,0.30
AgataBuzek,1,['High Life'],3.50,3.20,0.30
LarsEidinger,1,['High Life'],3.50,3.20,0.30
ClaireTran,1,['High Life'],3.50,3.20,0.30
EwanMitchell,1,['High Life'],3.50,3.20,0.30
GloriaObianyo,1,['High Life'],3.50,3.20,0.30
VictorBanerjee,1,['High Life'],3.50,3.20,0.30
ScarlettLindsey,1,['High Life'],3.50,3.20,0.30
JessieRoss,1,['High Life'],3.50,3.20,0.30
MikolajGruss,1,['High Life'],3.50,3.20,0.30
JoniBrauer,1,['High Life'],3.50,3.20,0.30
JohannBartlitz,1,['High Life'],3.50,3.20,0.30
JuliettePicollot,1,['High Life'],3.50,3.20,0.30
WeronikaWachowska,1,['High Life'],3.50,3.20,0.30
MikolajZeman,1,['High Life'],3.50,3.20,0.30
RuslanAstraszewski,1,['High Life'],3.50,3.20,0.30
MagdalenaPiotrowska,1,['High Life'],3.50,3.20,0.30
KellyLeBrock,1,['Weird Science'],2.50,3.08,-0.58
IlanMitchell-Smith,1,['Weird Science'],2.50,3.08,-0.58
SuzanneSnyder,1,['Weird Science'],2.50,3.08,-0.58
JudieAronson,1,['Weird Science'],2.50,3.08,-0.58
RobertRusler,1,['Weird Science'],2.50,3.08,-0.58
VernonWells,1,['Weird Science'],2.50,3.08,-0.58
BrittLeach,1,['Weird Science'],2.50,3.08,-0.58
BarbaraLang,1,['Weird Science'],2.50,3.08,-0.58
MichaelBerryman,2,"['Weird Science', 'Star Trek IV: The Voyage Home']",3.00,3.41,-0.41
IvorBarry,1,['Weird Science'],2.50,3.08,-0.58
AnnCoyle,1,['Weird Science'],2.50,3.08,-0.58
SuzyJ.Kellems,1,['Weird Science'],2.50,3.08,-0.58
FredD.Scott,1,['Weird Science'],2.50,3.08,-0.58
VinceTownsendJr.,1,['Weird Science'],2.50,3.08,-0.58
"""ChinoFatsWilliams""",1,['Weird Science'],2.50,3.08,-0.58
JillWhitlow,1,['Weird Science'],2.50,3.08,-0.58
JasperNewell,1,['We Need to Talk About Kevin'],4.50,3.79,0.71
RockDuer,1,['We Need to Talk About Kevin'],4.50,3.79,0.71
AshleyGerasimovich,1,['We Need to Talk About Kevin'],4.50,3.79,0.71
KennethFranklin,1,['We Need to Talk About Kevin'],4.50,3.79,0.71
LeslieLyles,1,['We Need to Talk About Kevin'],4.50,3.79,0.71
PaulDiomede,1,['We Need to Talk About Kevin'],4.50,3.79,0.71
MichaelCampbell,1,['We Need to Talk About Kevin'],4.50,3.79,0.71
J.MalloryMcCree,1,['We Need to Talk About Kevin'],4.50,3.79,0.71
MarkElliotWilson,1,['We Need to Talk About Kevin'],4.50,3.79,0.71
JamesChen,1,['We Need to Talk About Kevin'],4.50,3.79,0.71
LaurenFox,1,['We Need to Talk About Kevin'],4.50,3.79,0.71
BlakeDeLong,1,['We Need to Talk About Kevin'],4.50,3.79,0.71
AndyGershenzon,1,['We Need to Talk About Kevin'],4.50,3.79,0.71
KellyWade,1,['We Need to Talk About Kevin'],4.50,3.79,0.71
UrsulaParker,1,['We Need to Talk About Kevin'],4.50,3.79,0.71
StuartGraham,1,['Hunger'],3.50,4.03,-0.53
LiamCunningham,1,['Hunger'],3.50,4.03,-0.53
HelenaBereen,1,['Hunger'],3.50,4.03,-0.53
LaineMegaw,1,['Hunger'],3.50,4.03,-0.53
BrianMilligan,1,['Hunger'],3.50,4.03,-0.53
LiamMcMahon,1,['Hunger'],3.50,4.03,-0.53
KarenHassan,1,['Hunger'],3.50,4.03,-0.53
FrankMcCusker,1,['Hunger'],3.50,4.03,-0.53
LalorRoddy,1,['Hunger'],3.50,4.03,-0.53
DesMcAleer,1,['Hunger'],3.50,4.03,-0.53
HelenMadden,1,['Hunger'],3.50,4.03,-0.53
PaddyJenkins,1,['Hunger'],3.50,4.03,-0.53
GeoffGatt,1,['Hunger'],3.50,4.03,-0.53
RoryMullen,1,['Hunger'],3.50,4.03,-0.53
BenPeel,1,['Hunger'],3.50,4.03,-0.53
B.J.Hogg,1,['Hunger'],3.50,4.03,-0.53
BillyClarke,1,['Hunger'],3.50,4.03,-0.53
CiaranFlynn,1,['Hunger'],3.50,4.03,-0.53
CharltonHeston,1,['Soylent Green'],2.50,3.50,-1.00
LeighTaylor-Young,1,['Soylent Green'],2.50,3.50,-1.00
ChuckConnors,1,['Soylent Green'],2.50,3.50,-1.00
PaulaKelly,1,['Soylent Green'],2.50,3.50,-1.00
EdwardG.Robinson,2,"['Soylent Green', 'Double Indemnity']",3.00,3.88,-0.88
StephenYoung,1,['Soylent Green'],2.50,3.50,-1.00
MikeHenry,1,['Soylent Green'],2.50,3.50,-1.00
LincolnKilpatrick,1,['Soylent Green'],2.50,3.50,-1.00
RoyJenson,2,"['Soylent Green', 'Chinatown']",3.50,3.90,-0.40
LeonardStone,1,['Soylent Green'],2.50,3.50,-1.00
WhitBissell,1,['Soylent Green'],2.50,3.50,-1.00
CeliaLovsky,1,['Soylent Green'],2.50,3.50,-1.00
DickVanPatten,1,['Soylent Green'],2.50,3.50,-1.00
MorganFarley,1,['Soylent Green'],2.50,3.50,-1.00
JohnBarclay,1,['Soylent Green'],2.50,3.50,-1.00
BelleMitchell,1,['Soylent Green'],2.50,3.50,-1.00
CyrilDelevanti,1,['Soylent Green'],2.50,3.50,-1.00
FaithQuabius,1,['Soylent Green'],2.50,3.50,-1.00
AllenGarfield,1,['The Conversation'],4.50,4.15,0.35
CindyWilliams,1,['The Conversation'],4.50,4.15,0.35
MichaelHiggins,1,['The Conversation'],4.50,4.15,0.35
ElizabethMacRae,1,['The Conversation'],4.50,4.15,0.35
TeriGarr,1,['The Conversation'],4.50,4.15,0.35
MarkWheeler,1,['The Conversation'],4.50,4.15,0.35
RobertShields,1,['The Conversation'],4.50,4.15,0.35
PhoebeAlexander,1,['The Conversation'],4.50,4.15,0.35
Gian-CarloCoppola,1,['The Conversation'],4.50,4.15,0.35
RichardHackman,1,['The Conversation'],4.50,4.15,0.35
GézaRöhrig,2,"['Son of Saul', 'Marty Supreme']",3.50,4.09,-0.59
LeventeMolnár,1,['Son of Saul'],4.00,4.08,-0.08
UrsRechn,1,['Son of Saul'],4.00,4.08,-0.08
ToddCharmont,1,['Son of Saul'],4.00,4.08,-0.08
JerzyWalczak,1,['Son of Saul'],4.00,4.08,-0.08
BalázsFarkas,1,['Son of Saul'],4.00,4.08,-0.08
GergöFarkas,1,['Son of Saul'],4.00,4.08,-0.08
SándorZsótér,1,['Son of Saul'],4.00,4.08,-0.08
MarcinCzarnik,1,['Son of Saul'],4.00,4.08,-0.08
LeventeOrbán,2,"['Son of Saul', 'The Brutalist']",3.75,3.99,-0.24
KamilDobrowolski,1,['Son of Saul'],4.00,4.08,-0.08
UweLauer,1,['Son of Saul'],4.00,4.08,-0.08
ChristianHarting,1,['Son of Saul'],4.00,4.08,-0.08
AttilaFritz,1,['Son of Saul'],4.00,4.08,-0.08
MihályKormos,1,['Son of Saul'],4.00,4.08,-0.08
MártonÁgh,1,['Son of Saul'],4.00,4.08,-0.08
AmitaiKedar,1,['Son of Saul'],4.00,4.08,-0.08
IstvánPion,1,['Son of Saul'],4.00,4.08,-0.08
JuliJakab,1,['Son of Saul'],4.00,4.08,-0.08
PolgárTamás,1,['Son of Saul'],4.00,4.08,-0.08
EmmaThompson,4,"['The Meyerowitz Stories (New and Selected)', 'In the Name of the Father', 'Good Luck to You, Leo Grande', 'The Remains of the Day']",3.50,3.88,-0.38
GraceVanPatten,1,['The Meyerowitz Stories (New and Selected)'],3.50,3.74,-0.24
CandiceBergen,2,"['The Meyerowitz Stories (New and Selected)', 'Bride Wars']",2.25,3.39,-1.14
RebeccaMiller,1,['The Meyerowitz Stories (New and Selected)'],3.50,3.74,-0.24
MatthewShear,1,['The Meyerowitz Stories (New and Selected)'],3.50,3.74,-0.24
DannyFlaherty,1,['The Meyerowitz Stories (New and Selected)'],3.50,3.74,-0.24
AdamDavidThompson,1,['The Meyerowitz Stories (New and Selected)'],3.50,3.74,-0.24
RonaldPeet,1,['The Meyerowitz Stories (New and Selected)'],3.50,3.74,-0.24
HannahMitchell,1,['The Meyerowitz Stories (New and Selected)'],3.50,3.74,-0.24
DavidCromer,1,['The Meyerowitz Stories (New and Selected)'],3.50,3.74,-0.24
JamesHamilton,1,['The Meyerowitz Stories (New and Selected)'],3.50,3.74,-0.24
GibsonFrazier,1,['The Meyerowitz Stories (New and Selected)'],3.50,3.74,-0.24
JonathanPryce,1,['Brazil'],3.50,4.10,-0.60
MichaelPalin,2,"['Brazil', 'The Death of Stalin']",3.25,3.95,-0.70
IanRichardson,1,['Brazil'],3.50,4.10,-0.60
PeterVaughan,2,"['Brazil', 'The Remains of the Day']",3.50,4.03,-0.53
KimGreist,1,['Brazil'],3.50,4.10,-0.60
BarbaraHicks,1,['Brazil'],3.50,4.10,-0.60
CharlesMcKeown,1,['Brazil'],3.50,4.10,-0.60
"""DerrickOConnor""",1,['Brazil'],3.50,4.10,-0.60
KathrynPogson,1,['Brazil'],3.50,4.10,-0.60
BryanPringle,1,['Brazil'],3.50,4.10,-0.60
SheilaReid,1,['Brazil'],3.50,4.10,-0.60
JohnFlanagan,1,['Brazil'],3.50,4.10,-0.60
JohnPierceJones,1,['Brazil'],3.50,4.10,-0.60
NigelPlaner,1,['Brazil'],3.50,4.10,-0.60
JenniferEhle,1,['Zero Dark Thirty'],2.50,3.69,-1.19
MarkDuplass,2,"['Zero Dark Thirty', 'Tully']",3.25,3.64,-0.39
JeremyStrong,2,"['Zero Dark Thirty', 'The Big Short']",2.75,3.77,-1.02
RedaKateb,1,['Zero Dark Thirty'],2.50,3.69,-1.19
RickySekhon,1,['Zero Dark Thirty'],2.50,3.69,-1.19
J.J.Kandel,1,['Zero Dark Thirty'],2.50,3.69,-1.19
JamesGandolfini,1,['Zero Dark Thirty'],2.50,3.69,-1.19
StephenDillane,1,['Zero Dark Thirty'],2.50,3.69,-1.19
MartinDelaney,1,['Zero Dark Thirty'],2.50,3.69,-1.19
JohnBarrowman,1,['Zero Dark Thirty'],2.50,3.69,-1.19
EmileHirsch,1,['Once Upon a Time... in Hollywood'],3.00,3.77,-0.77
JuliaButters,1,['Once Upon a Time... in Hollywood'],3.00,3.77,-0.77
AustinButler,2,"['Once Upon a Time... in Hollywood', 'Dune: Part Two']",3.50,4.08,-0.58
DakotaFanning,1,['Once Upon a Time... in Hollywood'],3.00,3.77,-0.77
MikeMoh,1,['Once Upon a Time... in Hollywood'],3.00,3.77,-0.77
LukePerry,1,['Once Upon a Time... in Hollywood'],3.00,3.77,-0.77
DamianLewis,1,['Once Upon a Time... in Hollywood'],3.00,3.77,-0.77
NicholasHammond,1,['Once Upon a Time... in Hollywood'],3.00,3.77,-0.77
SamanthaRobinson,1,['Once Upon a Time... in Hollywood'],3.00,3.77,-0.77
RafałZawierucha,1,['Once Upon a Time... in Hollywood'],3.00,3.77,-0.77
LorenzaIzzo,1,['Once Upon a Time... in Hollywood'],3.00,3.77,-0.77
CostaRonin,1,['Once Upon a Time... in Hollywood'],3.00,3.77,-0.77
DamonHerriman,1,['Once Upon a Time... in Hollywood'],3.00,3.77,-0.77
VickyKrieps,1,['Phantom Thread'],4.50,4.17,0.33
LesleyManville,1,['Phantom Thread'],4.50,4.17,0.33
CamillaRutherford,1,['Phantom Thread'],4.50,4.17,0.33
GinaMcKee,3,"['Phantom Thread', 'Atonement', 'Notting Hill']",3.33,3.95,-0.62
LujzaRichter,1,['Phantom Thread'],4.50,4.17,0.33
JuliaDavis,1,['Phantom Thread'],4.50,4.17,0.33
JulieVollono,1,['Phantom Thread'],4.50,4.17,0.33
SueClark,1,['Phantom Thread'],4.50,4.17,0.33
JoanBrown,1,['Phantom Thread'],4.50,4.17,0.33
HarrietLeitch,1,['Phantom Thread'],4.50,4.17,0.33
DinahNicholson,1,['Phantom Thread'],4.50,4.17,0.33
JulieDuck,1,['Phantom Thread'],4.50,4.17,0.33
MaryanneFrost,1,['Phantom Thread'],4.50,4.17,0.33
ElliBanks,1,['Phantom Thread'],4.50,4.17,0.33
AmyCunningham,1,['Phantom Thread'],4.50,4.17,0.33
AmberBrabant,1,['Phantom Thread'],4.50,4.17,0.33
GenevaCorlett,1,['Phantom Thread'],4.50,4.17,0.33
PhilippePetit,1,['Man on Wire'],3.00,3.88,-0.88
JeanFrançoisHeckel,1,['Man on Wire'],3.00,3.88,-0.88
Jean-LouisBlondeau,1,['Man on Wire'],3.00,3.88,-0.88
AnnieAllix,1,['Man on Wire'],3.00,3.88,-0.88
DavidForman,1,['Man on Wire'],3.00,3.88,-0.88
AlanWelner,1,['Man on Wire'],3.00,3.88,-0.88
BarryGreenhouse,1,['Man on Wire'],3.00,3.88,-0.88
JimMoore,1,['Man on Wire'],3.00,3.88,-0.88
MarkLewis,2,"['Man on Wire', 'Gladiator']",3.75,4.03,-0.28
RichardNixon,1,['Man on Wire'],3.00,3.88,-0.88
TomCourtenay,1,['45 Years'],3.50,3.86,-0.36
GeraldineJames,1,['45 Years'],3.50,3.86,-0.36
DavidSibley,1,['45 Years'],3.50,3.86,-0.36
SamAlexander,1,['45 Years'],3.50,3.86,-0.36
RichardCunningham,1,['45 Years'],3.50,3.86,-0.36
HannahChalmers,1,['45 Years'],3.50,3.86,-0.36
CamilleUcan,1,['45 Years'],3.50,3.86,-0.36
NicoleDeBoer,1,['Cube'],2.50,3.27,-0.77
NickyGuadagni,2,"['Cube', 'Crash']",3.00,3.46,-0.46
MauriceDeanWint,1,['Cube'],2.50,3.27,-0.77
AndrewMiller,1,['Cube'],2.50,3.27,-0.77
WayneRobson,1,['Cube'],2.50,3.27,-0.77
JulianRichings,2,"['Cube', 'The Witch']",2.75,3.54,-0.79
MichelleLa,1,['Searching'],3.50,3.71,-0.21
DebraMessing,1,['Searching'],3.50,3.71,-0.21
JosephLee,1,['Searching'],3.50,3.71,-0.21
SaraSohn,1,['Searching'],3.50,3.71,-0.21
BrianaMcLean,1,['Searching'],3.50,3.71,-0.21
EricaJenkins,1,['Searching'],3.50,3.71,-0.21
ConnorMcRaith,1,['Searching'],3.50,3.71,-0.21
DominicHoffman,1,['Searching'],3.50,3.71,-0.21
RicSarabia,1,['Searching'],3.50,3.71,-0.21
StevenMichaelEich,1,['Searching'],3.50,3.71,-0.21
MelissaDisney,1,['Searching'],3.50,3.71,-0.21
"""SeanOBryan""",1,['Searching'],3.50,3.71,-0.21
BenCain,1,['Searching'],3.50,3.71,-0.21
AlexJayneGo,1,['Searching'],3.50,3.71,-0.21
